id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13155109	AMBARI	hdf metric page list namespace misaligned	enable namenode federation section namespace scope widget hdfs metric page appear namespace list misalign relatively select control	['pull-request-available']	2	1	Resolved	11	['line', 'property', 'set', 'lib', 'page', 'agent', 'hdfs', 'enable', 'package', 'value']
13166702	AMBARI	component filter manage configgroup customize services page list host correctly	assign slave client page choose client node customize services page create config group navigate manageconfiggroups create new group add host use filter component find host particular component list host hdfs client actually list host base user select assign slave page	['pull-request-available']	1	1	Resolved	12	['need', 'host', 'package', 'run', 'check', 'hdfs', 'config', 'install', 'version', 'test']
13211473	AMBARI	lib ambari agent cache update ambari	ambari change lib ambari server resource push ambari agent cache lib ambari agent issue ambari remove file need wipe ambari agent file repopulate example custom ambari push agent base article work ambari reproduce deploy host ambari connect ambari server turn debug log ambari agent ambari agent notice lib ambari agent cache file stack directory ambari server add file lib ambari server resource restart ambari agent notice directory update generate check notice path check	['pull-request-available']	3	1	Resolved	10	['agent', 'lib', 'package', 'check', 'log', 'script', 'start', 'enable', 'line', 'host']
13182337	AMBARI	quicklink url overflow outside box	quicklink hdi environment overflow attach	['pull-request-available']	2	1	Resolved	5	['lib', 'line', 'package', 'agent', 'hdfs', 'test', 'host', 'script', 'stack', 'return']
13148583	AMBARI	duplicate websocket subscription configs page	step reproduce open ambari web hdfs open configs page leave page actual result subscribe topic	['pull-request-available']	3	1	Resolved	6	['set', 'start', 'new', 'lib', 'page', 'component', 'agent', 'hdfs', 'user', 'noformat']
13154441	AMBARI	widget display dashboard add namenode namespace	enable namenode federation add additional namespace dashboard widget display infinite spinner instead error throw uncaught typeerror read property undefined	['pull-request-available']	2	1	Resolved	11	['line', 'property', 'set', 'lib', 'page', 'agent', 'hdfs', 'enable', 'package', 'value']
13184008	AMBARI	host level maintenance mode work ambari	step login host page select host click host action tab select turn maintenance mode message show code sure want turn maintenance mode code try turn maintenance mode screen shot code maintenance mode turn minute alert enable code	['pull-request-available']	1	1	Resolved	1	['set', 'configuration', 'start', 'wizard', 'new', 'host', 'noformat', 'property', 'stack', 'enable']
13184596	AMBARI	host maintenance mode text display maintenance mode turn	behavior login navigate host detail page click host action click turn maintenance mode confirm window text display host maintenance mode tab display turn maintenance mode getting display	['pull-request-available']	2	1	Resolved	12	['need', 'host', 'package', 'run', 'check', 'hdfs', 'config', 'install', 'version', 'test']
13186644	AMBARI	upgrade checkstyle version	currently use checkstyle old upgrade release	['pull-request-available']	3	3	Resolved	12	['need', 'host', 'package', 'run', 'check', 'hdfs', 'config', 'install', 'version', 'test']
13155460	AMBARI	agent use compress topology retry	hiveserver fail start noformat hdp current zookeeper client bin grep return exception thread main keepererrorcode connectionloss noformat zookeeper connection string contain host index instead hostname happen command retry initial run use hostname	['pull-request-available']	2	1	Resolved	8	['noformat', 'stack', 'change', 'start', 'follow', 'request', 'set', 'property', 'config', 'component']
13141224	AMBARI	ambari manage repository	run test traceback recent file lib ambari agent lib core provider line code kwargs file lib ambari agent lib core line inner result kwargs file lib ambari agent lib core line try try file lib ambari agent lib core line result file lib ambari agent lib core line raise code err executionfailed execution bin yum install return error repository manage ambari repository gpl manage ambari repository hdp manage ambari check false find sign log etc set false cluster setup	['pull-request-available']	3	1	Resolved	2	['lib', 'agent', 'line', 'kerberos', 'script', 'cache', 'set', 'configuration', 'stack', 'start']
13011057	AMBARI	ambari able create arbitrary kerberos identity declare kerberos descriptor	ambari able create arbitrary kerberos identity declare kerberos descriptor currently ambari hard code create identity spnego good scenario need ambari service block kerberos descriptor allow arbitrary identity define ambari server similar service define kerberos descriptor	['kerberos', 'kerberos_descriptor']	2	1	Resolved	4	['user', 'lib', 'noformat', 'change', 'install', 'kerberos', 'create', 'property', 'need', 'request']
